ID,Cement,Slag,Ash,Water,Superplasticizer,Coarse,Fine,Age,Strength
383,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
384,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
385,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
386,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42
387,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43
388,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
389,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43
390,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
391,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
392,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
393,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
394,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
395,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91
396,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
397,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
398,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
399,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
400,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
401,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
402,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
403,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46
404,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
405,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
406,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
407,326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63
408,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
409,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
410,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
411,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
412,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0
413,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
414,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06
415,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09
416,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
417,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
418,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
419,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
420,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
421,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
422,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
423,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
424,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
425,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42
426,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
427,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
428,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
429,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
430,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
431,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78
432,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
433,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
434,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06
435,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15
436,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23
437,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
438,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39
439,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
440,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
441,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6
442,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
443,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
444,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
445,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
446,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87
447,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
448,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93
449,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
450,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
451,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05
452,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05
453,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
454,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15
455,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
456,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
457,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24
458,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
459,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
460,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37
461,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
462,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54
463,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54
464,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
465,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
466,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
467,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
468,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
469,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
470,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93
471,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
472,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
473,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
474,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23
475,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
476,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33
477,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
478,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
479,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
480,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
481,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
482,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06
483,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
484,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38
485,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
486,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
487,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
488,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
489,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
490,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73
491,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
492,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89
493,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
494,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
495,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
496,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
497,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
498,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
499,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28
500,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
501,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
502,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
503,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39
504,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
505,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
506,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
507,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52
508,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
509,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
510,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
511,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
512,336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87
513,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
514,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
515,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3
516,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
517,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7
518,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
519,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
520,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
521,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
522,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
523,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
524,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9
525,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
526,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
527,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1
528,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
529,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22
530,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28
531,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
532,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
533,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
534,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81
535,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
536,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
537,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28
538,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4
539,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
540,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
541,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
542,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79
543,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
544,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
545,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
546,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
547,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
548,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
549,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25
550,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77
551,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
552,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8
553,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
554,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
555,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
556,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66
557,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7
558,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
559,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
560,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
561,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
562,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
563,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
564,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
565,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
566,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
567,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
568,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
569,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
570,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04
571,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12
572,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
573,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
574,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
575,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43
576,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
577,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5
578,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
579,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
580,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
581,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91
582,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
583,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
584,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
585,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
586,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
587,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
588,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52
589,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
590,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69
591,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
592,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
593,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
594,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38
595,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6
596,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
597,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
598,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9
599,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
600,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06
601,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
602,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
603,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
604,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5
605,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
606,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
607,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65
608,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
609,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
610,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
611,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94
612,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
613,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
614,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
615,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
616,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
617,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
618,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61
619,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62
620,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
621,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7
622,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
623,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
624,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83
625,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
626,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03
627,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
628,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
629,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
630,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
631,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
632,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
633,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
634,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
635,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
636,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76
637,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
638,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
639,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
640,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
641,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
642,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09
643,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
644,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
645,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
646,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
647,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92
648,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
649,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
650,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
651,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
652,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
653,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
654,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9
655,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
656,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
657,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
658,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
659,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
660,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
661,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
662,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91
663,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
664,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
665,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42
666,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
667,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
668,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9
669,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
670,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11
671,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7
672,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
673,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87
674,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1
675,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
676,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5
677,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66
678,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
679,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
680,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
681,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
682,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
683,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
684,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
685,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
686,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
687,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
688,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
689,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
690,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
691,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
692,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
693,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
694,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
695,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
696,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
697,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4
698,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
699,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
700,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6
